city,state_id,lat,lng,population,density,city_with_state
Presho,SD,43.9071,-100.0583,338,194.4,"Presho, SD"
Jensen,UT,40.3695,-109.3555,338,40.4,"Jensen, UT"
Fairfield,NC,35.5471,-76.2261,338,18.5,"Fairfield, NC"
Hebron,WI,42.9232,-88.6916,338,52.9,"Hebron, WI"
Hollandale,MN,43.7598,-93.2043,338,296.3,"Hollandale, MN"
Fife Lake,MI,44.5731,-85.3511,338,179.6,"Fife Lake, MI"
Eckley,CO,40.1124,-102.4883,338,276.0,"Eckley, CO"
Mansfield,GA,33.518,-83.7348,338,119.4,"Mansfield, GA"
Arthur,ND,47.1043,-97.2184,338,85.3,"Arthur, ND"
Irwin,IA,41.7901,-95.2068,338,223.0,"Irwin, IA"
Salem,IA,40.852,-91.6206,338,208.5,"Salem, IA"
Rock City,IL,42.4129,-89.4715,338,387.9,"Rock City, IL"
Wausau,FL,30.6334,-85.5874,338,113.4,"Wausau, FL"
Ludlow,IL,40.3866,-88.1259,338,328.3,"Ludlow, IL"
Inchelium,WA,48.3379,-118.2372,338,4.9,"Inchelium, WA"
Newark,WV,39.1219,-81.391,337,138.2,"Newark, WV"
Hanoverton,OH,40.7547,-80.9355,337,187.1,"Hanoverton, OH"
Deer Park,MD,39.424,-79.326,337,130.3,"Deer Park, MD"
Fairfield,VA,37.8827,-79.2829,337,192.1,"Fairfield, VA"
Johnson,IN,38.2778,-87.7459,337,65.3,"Johnson, IN"
Rushmore,MN,43.6197,-95.799,337,334.8,"Rushmore, MN"
Gilbertsville,NY,42.4693,-75.3226,337,129.8,"Gilbertsville, NY"
Coyote Flats,TX,32.3528,-97.2944,337,71.8,"Coyote Flats, TX"
Branch,AR,35.3075,-93.9557,337,41.7,"Branch, AR"
Bootjack,CA,37.4673,-119.8852,337,34.0,"Bootjack, CA"
New Albany,PA,41.6003,-76.4445,337,297.9,"New Albany, PA"
Fairmount,ND,46.0547,-96.6029,337,425.0,"Fairmount, ND"
Rising City,NE,41.198,-97.2972,337,348.9,"Rising City, NE"
Munich,ND,48.6729,-98.8385,337,90.8,"Munich, ND"
Oberlin,PA,40.2398,-76.8155,337,1211.8,"Oberlin, PA"
Amity,IN,39.4262,-86.0011,337,198.4,"Amity, IN"
East Arcadia,NC,34.3816,-78.3231,337,57.9,"East Arcadia, NC"
McHenry,KY,37.3795,-86.9226,337,201.1,"McHenry, KY"
Hunterstown,PA,39.8825,-77.1568,337,75.5,"Hunterstown, PA"
Blessing,TX,28.8728,-96.2172,337,64.1,"Blessing, TX"
Hatton,AL,34.5611,-87.4136,336,97.3,"Hatton, AL"
Polk,NE,41.0755,-97.7834,336,265.1,"Polk, NE"
Bonesteel,SD,43.0775,-98.9467,336,289.2,"Bonesteel, SD"
Esto,FL,30.9819,-85.6429,336,59.5,"Esto, FL"
Martinton,IL,40.9153,-87.7264,336,312.2,"Martinton, IL"
Gypsum,KS,38.7058,-97.4266,336,460.0,"Gypsum, KS"
Poyen,AR,34.3242,-92.642,336,171.0,"Poyen, AR"
Keswick,VA,38.0127,-78.3613,336,65.1,"Keswick, VA"
Harperville,MS,32.4928,-89.4879,336,90.3,"Harperville, MS"
Bowers,DE,39.0602,-75.402,336,306.8,"Bowers, DE"
Marine View,WA,46.9637,-119.3508,336,144.9,"Marine View, WA"
Imbler,OR,45.4621,-117.9632,336,375.8,"Imbler, OR"
North Sultan,WA,47.8829,-121.8253,336,230.2,"North Sultan, WA"
Mystic,IA,40.7792,-92.9446,335,43.9,"Mystic, IA"
Newcastle,UT,37.6628,-113.5644,335,32.5,"Newcastle, UT"
Bagley,WI,42.9015,-91.0971,335,181.2,"Bagley, WI"
Macclesfield,NC,35.7522,-77.6704,335,238.5,"Macclesfield, NC"
Abanda,AL,33.0926,-85.5253,335,43.1,"Abanda, AL"
Marshall,OK,36.1502,-97.6234,335,203.5,"Marshall, OK"
Mongo,IN,41.6848,-85.2797,335,332.2,"Mongo, IN"
Bethania,NC,36.1808,-80.3376,335,190.6,"Bethania, NC"
Templeton,IA,41.918,-94.9413,335,286.9,"Templeton, IA"
Oden,AR,34.6215,-93.7862,335,158.8,"Oden, AR"
Prairietown,IL,38.9665,-89.9234,335,72.3,"Prairietown, IL"
Klickitat,WA,45.818,-121.1626,335,137.9,"Klickitat, WA"
Edmundson Acres,CA,35.2273,-118.8233,335,427.9,"Edmundson Acres, CA"
Fairview,KS,39.8397,-95.7282,334,170.0,"Fairview, KS"
Monterey,IN,41.156,-86.4821,334,148.9,"Monterey, IN"
Oldwick,NJ,40.67,-74.7443,334,71.7,"Oldwick, NJ"
Sadorus,IL,39.9669,-88.3451,334,125.5,"Sadorus, IL"
Lohrville,IA,42.267,-94.5515,334,57.2,"Lohrville, IA"
Edgefield,LA,32.0501,-93.336,334,105.6,"Edgefield, LA"
Moline,KS,37.3637,-96.3025,334,318.6,"Moline, KS"
Beulah,MS,33.7905,-90.9802,334,278.4,"Beulah, MS"
Pigeon Falls,WI,44.4247,-91.2082,334,297.1,"Pigeon Falls, WI"
Hillsboro Pines,FL,26.3253,-80.1947,334,2257.8,"Hillsboro Pines, FL"
New Galilee,PA,40.8335,-80.4011,334,230.3,"New Galilee, PA"
Windthorst,TX,33.576,-98.4348,334,51.5,"Windthorst, TX"
Cumberland,VA,37.4914,-78.2577,334,31.0,"Cumberland, VA"
Table Rock,NE,40.1783,-96.0887,334,219.7,"Table Rock, NE"
Promised Land,SC,34.1276,-82.2307,334,82.7,"Promised Land, SC"
Hepzibah,WV,39.3309,-80.3341,334,139.8,"Hepzibah, WV"
Osborn,MO,39.7496,-94.3566,334,226.4,"Osborn, MO"
Hoskins,NE,42.1126,-97.3045,333,356.0,"Hoskins, NE"
Gilbert,WV,37.6142,-81.8689,333,129.2,"Gilbert, WV"
Annex,OR,44.2346,-116.9922,333,52.3,"Annex, OR"
Malinta,OH,41.3196,-84.0353,333,167.0,"Malinta, OH"
East Hodge,LA,32.2776,-92.714,333,367.7,"East Hodge, LA"
Rose City,TX,30.1049,-94.0506,333,85.0,"Rose City, TX"
Arcadia,NE,41.4249,-99.1261,333,225.1,"Arcadia, NE"
Joppa,IL,37.207,-88.8447,333,264.7,"Joppa, IL"
Chili,WI,44.6296,-90.3583,333,98.6,"Chili, WI"
Albright,WV,39.4937,-79.6399,333,305.4,"Albright, WV"
South Heights,PA,40.5746,-80.2364,333,491.8,"South Heights, PA"
Barber,OK,35.7562,-94.8414,333,19.8,"Barber, OK"
Iliff,CO,40.7592,-103.0661,333,198.9,"Iliff, CO"
Sandia,TX,28.0198,-97.8704,333,133.1,"Sandia, TX"
Henlawson,WV,37.9,-81.982,332,159.8,"Henlawson, WV"
Idaville,IN,40.7588,-86.6505,332,22.0,"Idaville, IN"
Ostrander,MN,43.6137,-92.4263,332,269.9,"Ostrander, MN"
Atlantic Beach,SC,33.8035,-78.7177,332,1295.1,"Atlantic Beach, SC"
Goodyear Village,AZ,33.1973,-111.8724,332,38.2,"Goodyear Village, AZ"
Downing,MO,40.4873,-92.3689,332,194.5,"Downing, MO"
Eastman,WI,43.1622,-91.0254,332,35.8,"Eastman, WI"
Riverton,CT,41.9631,-73.0166,332,265.6,"Riverton, CT"
Trent,SD,43.9063,-96.6578,332,123.0,"Trent, SD"
Ellsworth,MI,45.1665,-85.2435,332,171.5,"Ellsworth, MI"
Oliver,WI,46.6493,-92.1885,332,61.8,"Oliver, WI"
Bolingbroke,GA,32.9401,-83.7985,331,68.1,"Bolingbroke, GA"
Marshall,IN,39.8475,-87.1868,331,395.1,"Marshall, IN"
Burleigh,NJ,39.049,-74.8465,331,83.9,"Burleigh, NJ"
Vernon,AZ,34.2508,-109.6926,331,225.7,"Vernon, AZ"
Deferiet,NY,44.0344,-75.6793,331,189.5,"Deferiet, NY"
Gold Hill,NC,35.5254,-80.3452,331,51.4,"Gold Hill, NC"
Ute,IA,42.0503,-95.7058,331,260.8,"Ute, IA"
Pitsburg,OH,39.9871,-84.488,331,585.4,"Pitsburg, OH"
Jamestown,MO,38.7667,-92.4802,331,127.9,"Jamestown, MO"
Alton,UT,37.4303,-112.5061,331,55.8,"Alton, UT"
Blevins,AR,33.8716,-93.5778,331,128.5,"Blevins, AR"
Centertown,MO,38.618,-92.409,331,134.8,"Centertown, MO"
Pointe a la Hache,LA,29.5738,-89.7809,331,72.5,"Pointe a la Hache, LA"
Bailey Lakes,OH,40.9488,-82.3572,331,161.7,"Bailey Lakes, OH"
Cameron,IL,40.8875,-90.5164,331,202.0,"Cameron, IL"
Barrera,TX,26.3925,-98.8985,331,509.6,"Barrera, TX"
Damascus,GA,31.2989,-84.717,331,72.6,"Damascus, GA"
Finesville,NJ,40.611,-75.1738,331,60.4,"Finesville, NJ"
Alma,IL,38.7229,-88.9118,330,112.5,"Alma, IL"
Wacissa,FL,30.3566,-83.9937,330,30.4,"Wacissa, FL"
Sadler,TX,33.682,-96.8487,330,163.2,"Sadler, TX"
Longton,KS,37.3779,-96.0821,330,108.4,"Longton, KS"
Lakeland Shores,MN,44.9478,-92.7612,330,349.4,"Lakeland Shores, MN"
Salemburg,NC,35.0152,-78.5028,330,130.6,"Salemburg, NC"
St. Maurice,LA,31.7613,-92.9389,330,19.1,"St. Maurice, LA"
Painesdale,MI,47.0435,-88.6715,330,322.9,"Painesdale, MI"
Chewton,PA,40.8946,-80.3208,330,85.3,"Chewton, PA"
Rock Springs,WI,43.479,-89.9177,330,98.1,"Rock Springs, WI"
Yaak,MT,48.8647,-115.6777,330,4.6,"Yaak, MT"
Portage Des Sioux,MO,38.9274,-90.3434,330,221.5,"Portage Des Sioux, MO"
Hull,TX,30.1464,-94.6422,330,63.9,"Hull, TX"
New Eucha,OK,36.3912,-94.8522,330,16.4,"New Eucha, OK"
Wardner,ID,47.5189,-116.1357,330,146.2,"Wardner, ID"
Ribera,NM,35.37,-105.4441,330,50.6,"Ribera, NM"
Manila,UT,40.9922,-109.7209,330,123.1,"Manila, UT"
Akron,MI,43.5667,-83.5143,330,135.3,"Akron, MI"
Zuehl,TX,29.496,-98.1535,330,24.1,"Zuehl, TX"
Navajo Dam,NM,36.8339,-107.646,330,10.6,"Navajo Dam, NM"
Delaware,OK,36.779,-95.6425,329,322.5,"Delaware, OK"
New Douglas,IL,38.9697,-89.6665,329,121.2,"New Douglas, IL"
Simms,MT,47.4931,-111.9474,329,16.7,"Simms, MT"
Glenvil,NE,40.5025,-98.2545,329,428.8,"Glenvil, NE"
Mokane,MO,38.6744,-91.8723,329,9.6,"Mokane, MO"
Grenora,ND,48.6199,-103.9367,329,209.1,"Grenora, ND"
Roscoe,SD,45.4501,-99.3367,329,367.9,"Roscoe, SD"
Creighton,MO,38.4966,-94.0721,329,521.4,"Creighton, MO"
Newburg,MO,37.916,-91.9004,329,197.0,"Newburg, MO"
Delanson,NY,42.7474,-74.1841,329,197.4,"Delanson, NY"
Verlot,WA,48.1003,-121.7679,329,11.7,"Verlot, WA"
Wayland,KY,37.4508,-82.7996,329,46.9,"Wayland, KY"
La Yuca,PR,18.0727,-66.6077,329,1335.9,"La Yuca, PR"
Hollandale,WI,42.8756,-89.9342,329,174.2,"Hollandale, WI"
J.F. Villareal,TX,26.4199,-98.9788,329,477.3,"J.F. Villareal, TX"
Stittville,NY,43.2236,-75.289,329,259.4,"Stittville, NY"
Quimby,IA,42.629,-95.6442,329,311.8,"Quimby, IA"
Copper Center,AK,61.9845,-145.3544,329,10.2,"Copper Center, AK"
Trilby,FL,28.4564,-82.194,329,126.6,"Trilby, FL"
Idledale,CO,39.6688,-105.2432,329,181.2,"Idledale, CO"
Briceville,TN,36.1777,-84.1837,329,263.2,"Briceville, TN"
Fairbanks,IN,39.2195,-87.5222,329,108.6,"Fairbanks, IN"
Dowling,MI,42.5227,-85.2531,329,20.9,"Dowling, MI"
Vernon,CA,34.0019,-118.2105,329,25.5,"Vernon, CA"
Ranshaw,PA,40.7856,-76.5172,328,512.4,"Ranshaw, PA"
Mannsville,NY,43.7158,-76.0649,328,141.2,"Mannsville, NY"
Hyampom,CA,40.6262,-123.4689,328,6.2,"Hyampom, CA"
Garden Prairie,IL,42.2534,-88.7178,328,198.6,"Garden Prairie, IL"
Frohna,MO,37.6375,-89.6197,328,140.3,"Frohna, MO"
Buffalo,SD,45.5863,-103.5434,328,228.7,"Buffalo, SD"
Easton,WA,47.2405,-121.1733,328,39.4,"Easton, WA"
Windsor,NJ,40.2465,-74.5814,328,110.3,"Windsor, NJ"
Snyder,NE,41.7045,-96.7869,328,261.0,"Snyder, NE"
Leavenworth,IN,38.1997,-86.3454,328,144.3,"Leavenworth, IN"
Bennington,OK,34.0038,-96.0376,328,172.8,"Bennington, OK"
Hydaburg,AK,55.2061,-132.8208,328,352.4,"Hydaburg, AK"
Carbon,IN,39.5991,-87.1077,328,195.0,"Carbon, IN"
New Riegel,OH,41.052,-83.3191,328,245.0,"New Riegel, OH"
Turnerville,WY,42.8624,-110.9007,328,25.9,"Turnerville, WY"
Garrison,IA,42.1452,-92.1441,328,331.2,"Garrison, IA"
Varnado,LA,30.895,-89.8318,328,149.2,"Varnado, LA"
Lewistown,MD,39.5409,-77.4191,327,197.4,"Lewistown, MD"
Oslo,MN,48.1954,-97.1321,327,333.7,"Oslo, MN"
Cuba,AL,32.441,-88.3755,327,31.1,"Cuba, AL"
Deep River,IA,41.5816,-92.3729,327,288.6,"Deep River, IA"
Two Strike,SD,43.2141,-100.8988,327,6.8,"Two Strike, SD"
Montgomery,MI,41.7775,-84.8064,327,126.3,"Montgomery, MI"
Hunters Hollow,KY,38.0784,-85.6934,327,1575.6,"Hunters Hollow, KY"
Eau Claire,PA,41.1368,-79.7986,327,99.1,"Eau Claire, PA"
Keokee,VA,36.8622,-82.9161,327,26.8,"Keokee, VA"
Yellow Pine,ID,44.9623,-115.488,327,128.3,"Yellow Pine, ID"
New Alexandria,OH,40.2916,-80.675,327,76.3,"New Alexandria, OH"
Kirkwood,PA,39.8539,-76.0798,327,56.8,"Kirkwood, PA"
Kanarraville,UT,37.5378,-113.181,327,283.6,"Kanarraville, UT"
Jordan,MT,47.3211,-106.9098,327,360.5,"Jordan, MT"
Eldon,OK,35.9305,-94.8179,327,14.1,"Eldon, OK"
Sperryville,VA,38.6562,-78.2323,327,141.7,"Sperryville, VA"
Mackville,KY,37.7355,-85.0701,326,311.0,"Mackville, KY"
Friendship,MD,38.7358,-76.5878,326,70.1,"Friendship, MD"
Alsace Manor,PA,40.3973,-75.8548,326,489.5,"Alsace Manor, PA"
Wells River,VT,44.1538,-72.0615,326,66.6,"Wells River, VT"
Rushville,OH,39.7644,-82.4304,326,372.9,"Rushville, OH"
Brownsboro Village,KY,38.2629,-85.6659,326,1622.5,"Brownsboro Village, KY"
Cambridge,ID,44.5719,-116.6778,326,260.1,"Cambridge, ID"
Arimo,ID,42.5601,-112.173,326,281.2,"Arimo, ID"
Canby,CA,41.4477,-120.8843,326,54.9,"Canby, CA"
Arenzville,IL,39.8805,-90.3706,326,163.9,"Arenzville, IL"
Manalapan,FL,26.562,-80.0439,326,281.5,"Manalapan, FL"
Enon Valley,PA,40.8559,-80.4565,326,257.4,"Enon Valley, PA"
Glen Fork,WV,37.6982,-81.5362,326,41.0,"Glen Fork, WV"
Arkabutla,MS,34.7003,-90.1216,326,31.2,"Arkabutla, MS"
East Kingston,NY,41.9524,-73.9704,326,186.8,"East Kingston, NY"
Terral,OK,33.8966,-97.9383,326,295.6,"Terral, OK"
Jamestown,WA,48.1229,-123.0911,326,216.0,"Jamestown, WA"
Lake Holiday Hideaway,IN,39.996,-87.3067,325,234.9,"Lake Holiday Hideaway, IN"
Libertyville,IA,40.9582,-92.0496,325,248.0,"Libertyville, IA"
Newsoms,VA,36.6262,-77.1248,325,251.1,"Newsoms, VA"
Ezel,KY,37.892,-83.4446,325,141.8,"Ezel, KY"
Spring Mill,KY,38.1436,-85.6315,325,1559.1,"Spring Mill, KY"
Oswego,IN,41.3203,-85.7872,325,268.4,"Oswego, IN"
Sadieville,KY,38.3883,-84.549,325,115.8,"Sadieville, KY"
Palisades,TX,35.0614,-101.8032,325,223.5,"Palisades, TX"
Pikes Creek,PA,41.3085,-76.1028,325,98.5,"Pikes Creek, PA"
Grahamtown,MD,39.6448,-78.9225,325,611.6,"Grahamtown, MD"
New Point,IN,39.3096,-85.3266,325,270.5,"New Point, IN"
Haring,MI,44.2819,-85.4007,325,54.3,"Haring, MI"
Trent,OR,43.9429,-122.8575,325,79.2,"Trent, OR"
Ca̱on,NM,35.6718,-106.7527,325,7.8,"Ca̱on, NM"
Plummer,MN,47.9151,-96.0416,325,47.0,"Plummer, MN"
Pierson,IA,42.5437,-95.8667,325,264.2,"Pierson, IA"
North Robinson,OH,40.7924,-82.8568,325,191.1,"North Robinson, OH"
Norway,SC,33.4503,-81.1266,325,158.4,"Norway, SC"
Lee,IL,41.7955,-88.9417,325,272.3,"Lee, IL"
Gerrard,CO,37.6783,-106.5753,325,104.7,"Gerrard, CO"
Bolton Landing,NY,43.563,-73.6529,325,81.4,"Bolton Landing, NY"
Bush,IL,37.8427,-89.1295,324,275.0,"Bush, IL"
Cove,AR,34.4366,-94.4161,324,78.3,"Cove, AR"
Miccosukee,FL,30.5931,-84.047,324,45.1,"Miccosukee, FL"
Liscomb,IA,42.1912,-93.0063,324,123.9,"Liscomb, IA"
Jeffers,MN,44.0559,-95.1953,324,322.6,"Jeffers, MN"
Mansfield,WA,47.8119,-119.6379,324,331.0,"Mansfield, WA"
Dexter,MN,43.7194,-92.7017,324,88.8,"Dexter, MN"
Fort Supply,OK,36.5721,-99.5735,324,448.8,"Fort Supply, OK"
Belle Rive,IL,38.2317,-88.7405,324,121.9,"Belle Rive, IL"
Cuylerville,NY,42.7778,-77.8737,324,296.8,"Cuylerville, NY"
Paxton,IN,39.0212,-87.3886,324,225.1,"Paxton, IN"
Angie,LA,30.9633,-89.8177,324,81.7,"Angie, LA"
Tiki Gardens,HI,19.5287,-155.0031,324,72.8,"Tiki Gardens, HI"
Milton,IN,39.7862,-85.1562,323,544.7,"Milton, IN"
Bronwood,GA,31.8305,-84.3644,323,157.8,"Bronwood, GA"
Hendricks,WV,39.0755,-79.6299,323,59.1,"Hendricks, WV"
Rattan,OK,34.2005,-95.4131,323,31.5,"Rattan, OK"
Dumas,MS,34.6381,-88.8431,323,32.0,"Dumas, MS"
Reserve,WI,45.8337,-91.3545,323,2.4,"Reserve, WI"
McConnells,SC,34.8695,-81.2266,323,36.8,"McConnells, SC"
Schuyler,VA,37.7939,-78.7002,323,81.0,"Schuyler, VA"
Francis,OK,34.8745,-96.5926,323,223.1,"Francis, OK"
Cumberland,OH,39.8534,-81.6588,323,256.8,"Cumberland, OH"
Hunts Point,WA,47.647,-122.2306,323,566.5,"Hunts Point, WA"
Rocky Ridge,OH,41.531,-83.2126,323,124.5,"Rocky Ridge, OH"
Vanlue,OH,40.9752,-83.4825,323,225.6,"Vanlue, OH"
Leonard,MI,42.8652,-83.1429,323,125.5,"Leonard, MI"
Xenia,IL,38.6373,-88.6375,323,252.9,"Xenia, IL"
Charlton,MD,39.6344,-77.8944,323,191.8,"Charlton, MD"
Crucible,PA,39.9479,-79.9657,323,108.2,"Crucible, PA"
Melvin,IA,43.2866,-95.609,322,103.4,"Melvin, IA"
Melvern,KS,38.5073,-95.6377,322,291.0,"Melvern, KS"
Persia,IA,41.5785,-95.5701,322,248.0,"Persia, IA"
Winslow,IL,42.4929,-89.7948,322,271.5,"Winslow, IL"
Tecumseh,KS,39.0419,-95.5807,322,34.8,"Tecumseh, KS"
Iron City,GA,31.0136,-84.8133,322,155.7,"Iron City, GA"
Vesta,MN,44.5067,-95.4139,322,307.5,"Vesta, MN"
West Harrison,IN,39.2581,-84.8225,322,926.9,"West Harrison, IN"
East Laurinburg,NC,34.7691,-79.445,322,677.6,"East Laurinburg, NC"
Numidia,PA,40.8783,-76.4034,322,117.8,"Numidia, PA"
Lake Almanor West,CA,40.2336,-121.2021,322,54.4,"Lake Almanor West, CA"
Mad River,CA,40.4325,-123.492,322,3.5,"Mad River, CA"
Mercersville,MD,39.4968,-77.7672,322,62.3,"Mercersville, MD"
Kiamesha Lake,NY,41.6806,-74.6652,321,121.5,"Kiamesha Lake, NY"
Elkmont,AL,34.9289,-86.9765,321,75.5,"Elkmont, AL"
Hanston,KS,38.1229,-99.7127,321,183.5,"Hanston, KS"
Kerby,OR,42.2045,-123.649,321,48.0,"Kerby, OR"
Tremont,MS,34.2326,-88.2507,321,25.3,"Tremont, MS"
Lead Hill,AR,36.4137,-92.9067,321,214.4,"Lead Hill, AR"
Malden-on-Hudson,NY,42.0932,-73.9365,321,247.4,"Malden-on-Hudson, NY"
Mize,MS,31.8665,-89.5542,321,50.8,"Mize, MS"
Griffithville,AR,35.1231,-91.6449,321,226.2,"Griffithville, AR"
Blanca,CO,37.4393,-105.5135,321,67.6,"Blanca, CO"
Fort Atkinson,IA,43.1443,-91.9346,321,222.3,"Fort Atkinson, IA"
Railroad,PA,39.7596,-76.6961,321,194.2,"Railroad, PA"
Sand Hill,OK,35.6343,-95.2012,321,16.3,"Sand Hill, OK"
Burlison,TN,35.5569,-89.7847,321,118.0,"Burlison, TN"
Homer,IN,39.5781,-85.578,321,111.3,"Homer, IN"
Laketown,UT,41.8275,-111.3242,320,49.2,"Laketown, UT"
Toronto,SD,44.5724,-96.6414,320,98.4,"Toronto, SD"
Dix,NE,41.2342,-103.4867,320,159.3,"Dix, NE"
Emerson,AR,33.0973,-93.196,320,124.7,"Emerson, AR"
Kratzerville,PA,40.8588,-76.8939,320,131.6,"Kratzerville, PA"
Backus,MN,46.8207,-94.5148,320,199.4,"Backus, MN"
Smithville,GA,31.9011,-84.2552,320,48.6,"Smithville, GA"
Buckner,AR,33.3572,-93.4358,320,105.0,"Buckner, AR"
Leesburg,NJ,39.2593,-74.9849,320,70.2,"Leesburg, NJ"
Grinnell,KS,39.1266,-100.6311,320,251.2,"Grinnell, KS"
Wanship,UT,40.8167,-111.4151,320,24.5,"Wanship, UT"
Applewold,PA,40.8084,-79.5221,320,1383.1,"Applewold, PA"
Chesterhill,OH,39.4908,-81.8667,320,229.0,"Chesterhill, OH"
Gagetown,MI,43.6572,-83.2449,320,125.9,"Gagetown, MI"
Stewart,OH,39.308,-81.8974,320,210.9,"Stewart, OH"
Truchas,NM,36.0338,-105.8095,320,17.8,"Truchas, NM"
Krakow,WI,44.7585,-88.2611,320,109.6,"Krakow, WI"
Ransom,IL,41.1586,-88.6542,319,123.2,"Ransom, IL"
Uniopolis,OH,40.6024,-84.0858,319,297.7,"Uniopolis, OH"
Sand City,CA,36.6184,-121.8477,319,225.1,"Sand City, CA"
Medicine Park,OK,34.7287,-98.4782,319,55.7,"Medicine Park, OK"
Byers,TX,34.0696,-98.1913,319,123.9,"Byers, TX"
Longville,LA,30.609,-93.2282,319,21.6,"Longville, LA"
Justice,WV,37.5993,-81.8381,319,93.3,"Justice, WV"
Eitzen,MN,43.508,-91.4636,319,202.0,"Eitzen, MN"
Twain,CA,40.0355,-121.0404,319,17.1,"Twain, CA"
Nageezi,NM,36.2488,-107.7471,319,8.7,"Nageezi, NM"
Onslow,IA,42.1068,-91.0151,319,133.3,"Onslow, IA"
Lake Almanor Peninsula,CA,40.2813,-121.1345,319,40.6,"Lake Almanor Peninsula, CA"
Gillisonville,SC,32.6116,-81.0001,319,104.2,"Gillisonville, SC"
Hiddenite,NC,35.9053,-81.086,319,77.5,"Hiddenite, NC"
Twin Oaks,OK,36.1974,-94.8378,319,23.1,"Twin Oaks, OK"
Lowell,KS,37.0509,-94.7032,319,180.2,"Lowell, KS"
Clyde Park,MT,45.8839,-110.6059,319,194.3,"Clyde Park, MT"
Flint Hill,VA,38.7666,-78.1028,319,70.8,"Flint Hill, VA"
Hackberry,AZ,35.3401,-113.7256,319,7.0,"Hackberry, AZ"
Bogue Chitto,MS,32.8338,-88.9189,319,19.4,"Bogue Chitto, MS"
Edmondson,AR,35.105,-90.3054,318,41.0,"Edmondson, AR"
Madaket,MA,41.2826,-70.1855,318,61.8,"Madaket, MA"
Ralston,OK,36.5035,-96.7373,318,266.1,"Ralston, OK"
Booth,WV,39.5976,-80.0191,318,223.5,"Booth, WV"
Oakdale,NE,42.0701,-97.9671,318,236.2,"Oakdale, NE"
Yankee Hill,CA,39.7007,-121.5147,318,20.4,"Yankee Hill, CA"
Chelsea,IA,41.9204,-92.3945,318,121.2,"Chelsea, IA"
Emigrant,MT,45.3755,-110.7465,318,11.4,"Emigrant, MT"
Kremlin,OK,36.5467,-97.8321,318,293.5,"Kremlin, OK"
Wynona,OK,36.5458,-96.3264,318,223.6,"Wynona, OK"
Bass Lake,CA,37.328,-119.5665,318,65.2,"Bass Lake, CA"
Hitterdal,MN,46.9778,-96.2584,318,142.6,"Hitterdal, MN"
Peavine,OK,35.8903,-94.6064,318,13.1,"Peavine, OK"
Birch Hill,WI,46.5209,-90.5555,318,198.2,"Birch Hill, WI"
Wyoming,RI,41.5143,-71.6903,318,142.4,"Wyoming, RI"
Danby,NY,42.3567,-76.4817,318,35.5,"Danby, NY"
Salona,PA,41.0838,-77.4586,317,121.2,"Salona, PA"
Fair Oaks,IN,41.075,-87.2575,317,34.8,"Fair Oaks, IN"
Clayton,LA,31.7226,-91.5373,317,77.4,"Clayton, LA"
Phillips,NE,40.8977,-98.2142,317,269.4,"Phillips, NE"
Cashion Community,TX,34.0365,-98.5081,317,64.5,"Cashion Community, TX"
Panama,IL,39.029,-89.5246,317,230.7,"Panama, IL"
Earl Park,IN,40.6856,-87.4201,317,132.4,"Earl Park, IN"
Pottawattamie Park,IN,41.7233,-86.8671,317,368.8,"Pottawattamie Park, IN"
Druid Hills,KY,38.2649,-85.6617,317,1622.5,"Druid Hills, KY"
Chance,OK,36.0607,-94.6478,317,19.3,"Chance, OK"
Egg Harbor,WI,45.0528,-87.2826,317,49.7,"Egg Harbor, WI"
Hoven,SD,45.2416,-99.7775,317,273.8,"Hoven, SD"
Sylvan Grove,KS,39.0123,-98.3944,317,212.8,"Sylvan Grove, KS"
Junction City,WI,44.593,-89.7679,317,81.2,"Junction City, WI"
Callaghan,VA,37.8112,-80.0871,317,80.8,"Callaghan, VA"
New Hampton,MO,40.2652,-94.1952,317,223.1,"New Hampton, MO"
Goshen,VA,37.9901,-79.5067,317,70.8,"Goshen, VA"
Kincora,VA,39.0383,-77.4357,317,228.2,"Kincora, VA"
Friant,CA,36.9848,-119.713,317,97.9,"Friant, CA"
Yale,IA,41.7751,-94.3578,316,139.6,"Yale, IA"
Walcott,ND,46.5505,-96.9375,316,120.1,"Walcott, ND"
Zihlman,MD,39.6741,-78.9131,316,81.0,"Zihlman, MD"
Stanton,MO,38.2702,-91.1059,316,37.3,"Stanton, MO"
Clarington,OH,39.7763,-80.8647,316,106.6,"Clarington, OH"
Halliday,ND,47.3521,-102.3387,316,264.4,"Halliday, ND"
Spencer,NE,42.8753,-98.7003,316,204.1,"Spencer, NE"
Lowry,MN,45.705,-95.519,316,269.7,"Lowry, MN"
Kingston,WI,43.6935,-89.1304,316,93.5,"Kingston, WI"
Nashville,OH,40.5961,-82.1129,316,350.3,"Nashville, OH"
Dillard,OR,43.1082,-123.4262,316,103.5,"Dillard, OR"
Campbell,NE,40.2963,-98.7316,316,295.2,"Campbell, NE"
Hope,ND,47.3244,-97.7191,316,199.0,"Hope, ND"
Gannett,ID,43.357,-114.1756,316,46.6,"Gannett, ID"
Clear Lake,IL,39.8139,-89.5682,316,297.5,"Clear Lake, IL"
Potter,NE,41.2244,-103.1905,316,84.8,"Potter, NE"
Eastville,VA,37.3511,-75.9417,316,155.1,"Eastville, VA"
Milford,KS,39.1729,-96.9105,316,213.4,"Milford, KS"
